num_emp;ano_insc;ug;uo;fonte;num_doc;credor;nome_credor;valor;valor_anu_ant;valor_anu_mes;valor_em_liq_ant;valor_em_liq_mes;valor_liq_ant;valor_liq_mes;valor_pag_ant;valor_pag_mes;saldo_ant;saldo_mes
7681;2022;1546;1131;21621000;/;55264;RIO OFFICE COMERCIO DE MOVEIS E EQUIPAMENTOS EIRELI;13.650,00;0,00;0,00;0,00;0,00;13.650,00;0,00;13.650,00;0,00;0,00;0,00
7687;2022;1546;1131;21621000;/;27191;ACHEI INDÚSTRIA DE MÓVEIS PARA ESCRITÓRIO LTDA;2.350,00;0,00;0,00;0,00;0,00;2.350,00;0,00;2.350,00;0,00;0,00;0,00
7689;2022;1546;1131;21621000;/;27191;ACHEI INDÚSTRIA DE MÓVEIS PARA ESCRITÓRIO LTDA;3.760,00;0,00;0,00;0,00;0,00;3.760,00;0,00;3.760,00;0,00;0,00;0,00
7691;2022;1546;1131;22601000;/;27191;ACHEI INDÚSTRIA DE MÓVEIS PARA ESCRITÓRIO LTDA;3.180,00;0,00;0,00;0,00;0,00;3.180,00;0,00;3.180,00;0,00;0,00;0,00
7695;2022;1546;1131;21600000;/;46911;TIM S/A;12.292,15;4.119,68;0,00;0,00;0,00;8.172,47;0,00;8.172,47;0,00;0,00;0,00
7696;2022;1546;1131;21600000;/;46911;TIM S/A;20.666,64;20.666,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7737;2022;0136;1101;01500000;/;38546;RMV EVENTOS E SERVIÇOS LTDA ME;11.490,50;11.490,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7747;2022;1546;1131;21600000;/;36817;INSTITUIÇÃO DE COOPERAÇÃO INTERMUNICIPAL DO MÉDIO PARAOPEBA - CISMEP;100.000,00;0,00;0,00;0,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00
7795;2022;0150;1211;01500000;5763/2022;49027;RT AMBIENTAL LTDA- EPP;200.834,00;142.211,08;0,00;0,00;0,00;58.622,92;0,00;58.622,92;0,00;0,00;0,00
7796;2022;0150;1211;01500000;5763/2022;1642;KTM ADMINISTRAÇÃO E ENGENHARIA LTDA;150.000,00;150.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7803;2022;4123;1123;01500701;5763/2022;17498;CONSTRUTORA ISRAEL EIRELI;300.000,00;193.223,17;0,00;0,00;0,00;106.776,83;0,00;106.776,83;0,00;0,00;0,00
7807;2022;4123;1123;01500701;5763/2022;49027;RT AMBIENTAL LTDA- EPP;200.000,00;133.702,21;0,00;0,00;0,00;66.297,79;0,00;66.297,79;0,00;0,00;0,00
7809;2022;4123;1123;01500701;5763/2022;1642;KTM ADMINISTRAÇÃO E ENGENHARIA LTDA;75.000,00;55.283,45;0,00;0,00;0,00;19.716,55;0,00;19.716,55;0,00;0,00;0,00
7821;2022;4123;1123;22550000;/;53143;SEPAT MULTI SERVICE LTDA;592.540,80;0,00;0,00;0,00;0,00;592.540,80;0,00;592.540,80;0,00;0,00;0,00
7822;2022;4123;1123;22550000;/;53143;SEPAT MULTI SERVICE LTDA;1.230.715,57;406.675,79;0,00;0,00;0,00;824.039,78;0,00;824.039,78;0,00;0,00;0,00
7823;2022;4123;1123;22550000;/;53143;SEPAT MULTI SERVICE LTDA;3.010,94;3.010,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7824;2022;4123;1123;22550000;/;53143;SEPAT MULTI SERVICE LTDA;1.209.378,19;1.209.378,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7826;2022;4123;1123;22550000;/;53143;SEPAT MULTI SERVICE LTDA;196.804,13;196.804,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7827;2022;4123;1123;22552000;/;53143;SEPAT MULTI SERVICE LTDA;7.253,80;7.253,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7828;2022;4123;1123;22552000;/;53143;SEPAT MULTI SERVICE LTDA;119.400,59;119.400,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7829;2022;4123;1123;22552000;/;53143;SEPAT MULTI SERVICE LTDA;39.361,02;39.361,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7832;2022;0116;1071;01500000;5763/2022;17498;CONSTRUTORA ISRAEL EIRELI;280.805,00;0,00;20.625,03;0,00;0,00;260.179,97;0,00;260.179,97;0,00;20.625,03;0,00
7833;2022;0116;1071;01500000;5763/2022;1642;KTM ADMINISTRAÇÃO E ENGENHARIA LTDA;487.395,00;0,00;0,00;0,00;0,00;487.395,00;0,00;487.395,00;0,00;0,00;0,00
7834;2022;0116;1071;01500000;5763/2022;49027;RT AMBIENTAL LTDA- EPP;234.700,00;0,00;149.751,85;0,00;0,00;84.948,15;0,00;84.948,15;0,00;149.751,85;0,00
7852;2022;4123;1123;01500701;/;50365;COMERCIO SILVEIRA ATACADISTA DE MOVEIS MOGI MIRIM - EIRELI;16.936,88;16.936,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7853;2022;4123;1123;01500701;/;54203;BELCHAIR COMERCIO DE MOVEIS EIRELI;279.132,98;0,00;0,00;0,00;0,00;279.132,98;0,00;279.132,98;0,00;0,00;0,00
7856;2022;4123;1123;01500701;/;50373;TECKMAX COMERCIO DE MOVEIS EIRELI;8.749,29;0,00;0,00;0,00;0,00;8.749,29;0,00;8.749,29;0,00;0,00;0,00
7860;2022;1546;1131;01500702;/;32504;ACACIA COMERCIO DE MEDICAMENTOS LTDA;3.272,00;3.272,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7885;2022;1546;1131;21600000;5629/2022;52036;SOIN VIE FARMACEUTICA E NUTRICAO LTDA;34.999,00;34.999,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7915;2022;0145;1181;01500000;/;50373;TECKMAX COMERCIO DE MOVEIS EIRELI;21.033,46;0,00;0,00;0,00;0,00;21.033,46;0,00;21.033,46;0,00;0,00;0,00
7916;2022;0116;1071;01500000;5829/2022;16;FUNEC - FUNDAÇÃO DE ENSINO DE CONTAGEM;65.060,00;0,00;28.000,00;0,00;0,00;37.060,00;0,00;37.060,00;0,00;28.000,00;0,00
7920;2022;1546;1131;01500702;/;55264;RIO OFFICE COMERCIO DE MOVEIS E EQUIPAMENTOS EIRELI;35.920,00;0,00;0,00;0,00;0,00;35.920,00;0,00;35.920,00;0,00;0,00;0,00
7921;2022;1546;1131;21601000;/;55264;RIO OFFICE COMERCIO DE MOVEIS E EQUIPAMENTOS EIRELI;200,00;0,00;0,00;0,00;0,00;200,00;0,00;200,00;0,00;0,00;0,00
7923;2022;1546;1131;21601000;/;55264;RIO OFFICE COMERCIO DE MOVEIS E EQUIPAMENTOS EIRELI;26.280,00;0,00;0,00;0,00;0,00;26.280,00;0,00;26.280,00;0,00;0,00;0,00
7924;2022;0150;1211;02500000;/;43889;CHRONOS ENGENHARIA E SERVIÇO SOCIOAMBIENTAL LTDA - EPP;300.275,39;135.830,94;0,00;0,00;0,00;164.444,45;0,00;164.444,45;0,00;0,00;0,00
7944;2022;0145;1181;01500000;/;23285;INDÚSTRIA E COMÉRCIO COLCHÕES ORTHOVIDA LTDA;4.750,37;0,00;0,00;0,00;0,00;4.750,37;0,00;4.750,37;0,00;0,00;0,00
7948;2022;0143;1241;02500000;/;17569;FEST EVENTOS PRODUCOES LTDA;394,02;394,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7959;2022;0142;1201;22700000;5812/2022;55847;ENGETELA COMÉRCIO E SERVIÇOS EIRELI;20.000,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;20.000,00;0,00
7961;2022;0142;1201;41754900;/;55847;ENGETELA COMÉRCIO E SERVIÇOS EIRELI;20.000,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;20.000,00;0,00
7969;2022;0144;1111;01500000;/;17569;FEST EVENTOS PRODUCOES LTDA;23.441,86;6.849,18;0,00;0,00;0,00;16.592,68;0,00;16.592,68;0,00;0,00;0,00
7970;2022;0144;1111;01500000;/;43870;ONLINE SOLUCOES EM TI E MULTIMIDIA LTDA;950,00;950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7977;2022;0144;1111;02500000;/;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;83.542,13;83.542,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
7980;2022;0108;1041;01500000;/;28560;JOAO MARQUES DE VASCONCELOS;14.965,69;0,00;8.798,94;0,00;0,00;6.166,75;0,00;6.166,75;0,00;8.798,94;0,00
8028;2022;0108;1041;01500000;/;24102;WEBJUR PROCESSAMENTOS DE DADOS LTDA;595,00;0,00;0,00;0,00;0,00;595,00;0,00;595,00;0,00;0,00;0,00
8053;2022;1814;1113;01500000;/;12659;BOLSA MORADIA - PMC;87.750,00;87.750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8067;2022;0136;1101;01500000;/;30153;NILO ARAUJO BACELAR;2.463,91;0,00;0,00;0,00;0,00;2.463,91;0,00;2.463,91;0,00;0,00;0,00
8072;2022;0136;1101;01500000;/;51705;NERI LUIZ SOARES;1.777,80;0,00;0,00;0,00;0,00;1.777,80;0,00;1.777,80;0,00;0,00;0,00
8074;2022;0136;1101;01500000;/;25263;EVANDRO DE ARAUJO FERREIRA;1.900,00;0,00;0,00;0,00;0,00;1.900,00;0,00;1.900,00;0,00;0,00;0,00
8075;2022;0136;1101;01500000;/;45080;PAULO SERGIO COELHO;2.480,54;0,00;0,00;0,00;0,00;2.480,54;0,00;2.480,54;0,00;0,00;0,00
8077;2022;0136;1101;01500000;/;50075;SHIRLEI INES POLLOM;2.708,26;0,00;0,00;0,00;0,00;2.708,26;0,00;2.708,26;0,00;0,00;0,00
8079;2022;0124;1081;01500000;/;16517;DAWIDSON RICARDO DE PAULA;605,33;0,00;0,00;0,00;0,00;605,33;0,00;605,33;0,00;0,00;0,00
8080;2022;0124;1081;01500000;/;35391;MARIANA HORTA DE SOUZA;605,33;0,00;0,00;0,00;0,00;605,33;0,00;605,33;0,00;0,00;0,00
8094;2022;0116;1071;01500000;/;10699;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;256.393,65;0,00;0,00;0,00;0,00;256.393,65;0,00;256.393,65;0,00;0,00;0,00
8101;2022;1546;1131;21600000;/;48387;LABORATORIO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA CONFINS LTDA;5.716,37;0,00;0,00;0,00;0,00;5.716,37;0,00;5.716,37;0,00;0,00;0,00
8102;2022;0136;1101;01500000;/;1958;MARIA CELIA DE ANDRADE;1.966,92;0,00;0,00;0,00;0,00;1.966,92;0,00;1.966,92;0,00;0,00;0,00
8103;2022;4123;1123;01500701;/;44496;MICRO SERVICE ELETRONICOS EIRELI;1.074,92;0,00;0,00;0,00;0,00;1.074,92;0,00;1.074,92;0,00;0,00;0,00
8104;2022;0136;1101;01500000;/;41389;LUIZ ALBERTO DA ROCHA D AVILA;2.900,00;0,00;0,00;0,00;0,00;2.900,00;0,00;2.900,00;0,00;0,00;0,00
8105;2022;0136;1101;01500000;/;41461;ANGELO AFONSO SEVENRINO;2.800,00;0,00;0,00;0,00;0,00;2.800,00;0,00;2.800,00;0,00;0,00;0,00
8107;2022;4123;1123;01500701;/;53503;JMVTECHNOLOGYEIRELI;2.958,36;131,50;0,00;0,00;0,00;2.826,86;0,00;2.826,86;0,00;0,00;0,00
8110;2022;4123;1123;01500701;/;38219;BGG MANUTENCAO DE ELEVADORES LTDA;11.055,66;0,00;0,00;0,00;0,00;11.055,66;0,00;11.055,66;0,00;0,00;0,00
8120;2022;0106;1021;01500000;/;42639;CONSÓRCIO EMPREENDEDOR SHOPPING CONTAGEM;1.318,73;0,00;0,72;0,00;0,00;1.318,01;0,00;1.318,01;0,00;0,72;0,00
8186;2022;1546;1131;22601000;/;54937;SHIMADZU DO BRASIL COM LTDA,;723.700,00;723.700,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8189;2022;0142;1201;52706710;5540/2021;40205;BRÁSIDAS EIRELI ME;1.590,72;0,00;1.590,72;0,00;0,00;0,00;0,00;0,00;0,00;1.590,72;0,00
8190;2022;1546;1131;01500702;/;54937;SHIMADZU DO BRASIL COM LTDA,;561.402,00;0,00;0,00;0,00;0,00;561.402,00;0,00;561.402,00;0,00;0,00;0,00
8191;2022;1546;1131;52710710;/;54937;SHIMADZU DO BRASIL COM LTDA,;162.298,00;0,00;0,00;0,00;0,00;162.298,00;0,00;162.298,00;0,00;0,00;0,00
8192;2022;0145;1181;01500000;/;41689;WILSON GONÇALVES PESSOA;7.317,99;0,00;0,00;0,00;0,00;7.317,99;0,00;7.317,99;0,00;0,00;0,00
8200;2022;0116;1071;01500000;/;41045;MEDWORK SERVIÇOS MEDICOS E PSICOLOGICOS LTDA EPP;491,45;0,00;0,00;0,00;0,00;491,45;0,00;491,45;0,00;0,00;0,00
8201;2022;0116;1071;01500000;4235/2016;7548;METODO TELECOMUNICACOES E COMERCIO LTDA;2.546,17;310,82;0,00;0,00;0,00;2.235,35;0,00;2.235,35;0,00;0,00;0,00
8204;2022;0171;1151;22751000;5685/2021;54864;LUZ FORTE ILUMINAÇÃO E SERVIÇOS LTDA;450.000,00;7.115,38;0,00;0,00;0,00;442.884,62;0,00;442.884,62;0,00;0,00;0,00
8205;2022;0171;1151;41754900;/;39665;NMC PROJETOS E CONSULTORIA LTDA;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8207;2022;0116;1071;01500000;/;28560;JOAO MARQUES DE VASCONCELOS;190,45;190,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8210;2022;1546;1131;21600000;5833/2022;16568;LACERDA ALIMENTACAO LTDA-EPP;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8220;2022;1138;1102;01500000;/;21558;CONSORCIO OTIMO DE BILHETAGEM ELETRONICA;9.658,28;9.658,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8248;2022;1546;1131;21600000;/;43040;ATUAL PRODUTOS E SERVICOS LTDA;14.900,00;8.048,15;0,00;0,00;0,00;6.851,85;0,00;6.851,85;0,00;0,00;0,00
8250;2022;1546;1131;21600000;/;43040;ATUAL PRODUTOS E SERVICOS LTDA;42.541,49;12.283,49;0,00;0,00;0,00;30.258,00;0,00;30.258,00;0,00;0,00;0,00
8262;2022;0181;1171;01500000;5540/2021;53682;SERRA MOBILE INDÚSTRIA E COMÉRCIO LTDA;5.266,66;0,00;0,00;0,00;0,00;5.266,66;0,00;5.266,66;0,00;0,00;0,00
8265;2022;0181;1171;01500000;5540/2021;44981;TECNO2000 INDUSTRIA E COMERCIO LTDA;8.808,25;0,00;0,00;0,00;0,00;8.808,25;0,00;8.808,25;0,00;0,00;0,00
8275;2022;1546;1131;21600000;5601/2021;938;RL ENTREGAS RAPIDAS LTDA-EPP;32.366,61;0,00;0,00;0,00;0,00;32.366,61;0,00;32.366,61;0,00;0,00;0,00
8281;2022;1546;1131;21600000;/;43040;ATUAL PRODUTOS E SERVICOS LTDA;30.800,00;30.800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8282;2022;1546;1131;01500702;/;36817;INSTITUIÇÃO DE COOPERAÇÃO INTERMUNICIPAL DO MÉDIO PARAOPEBA - CISMEP;745.724,14;0,00;0,00;0,00;0,00;745.724,14;0,00;745.724,14;0,00;0,00;0,00
8293;2022;0171;1151;01500000;/;17377;CONSTRUTORA SINARCO LTDA - EPP;1.233.053,28;428.414,85;0,00;0,00;0,00;804.638,43;0,00;804.638,43;0,00;0,00;0,00
8295;2022;0171;1151;41754901;/;51855;CONSORCIO CONTAGEM CAF;105.408,79;0,00;0,00;0,00;0,00;105.408,79;0,00;105.408,79;0,00;0,00;0,00
8299;2022;0145;1181;01500000;/;50365;COMERCIO SILVEIRA ATACADISTA DE MOVEIS MOGI MIRIM - EIRELI;20.810,76;0,00;0,00;0,00;0,00;20.810,76;0,00;20.810,76;0,00;0,00;0,00
8300;2022;0171;1151;41754901;/;50845;CONSÓRCIO DYNATEST HPT;19.502,41;19.502,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8302;2022;0145;1181;01500000;/;53684;EFLEX INDÚSTRIA E COMÉRCIO DE MÓVEIS EIRELI;22.260,54;0,00;0,00;0,00;0,00;22.260,54;0,00;22.260,54;0,00;0,00;0,00
8315;2022;1546;1131;02500702;/;17498;CONSTRUTORA ISRAEL EIRELI;122.139,55;0,00;0,00;0,00;0,00;122.139,55;0,00;122.139,55;0,00;0,00;0,00
8318;2022;1546;1131;01500702;/;17498;CONSTRUTORA ISRAEL EIRELI;183.597,51;2.409,82;0,00;0,00;0,00;181.187,69;0,00;181.187,69;0,00;0,00;0,00
8320;2022;1546;1131;01500702;/;17498;CONSTRUTORA ISRAEL EIRELI;104.654,79;41.402,63;0,00;0,00;0,00;63.252,16;0,00;63.252,16;0,00;0,00;0,00
8322;2022;1546;1131;02500702;/;17498;CONSTRUTORA ISRAEL EIRELI;112.083,56;112.083,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8337;2022;1546;1131;21600000;/;42619;MEDICALTHERMO ENGENHARIA E SERVICOS LTDA;2.100,00;2.100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8341;2022;1546;1131;21600000;/;42619;MEDICALTHERMO ENGENHARIA E SERVICOS LTDA;3.700,00;3.700,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8342;2022;1546;1131;21600000;/;42619;MEDICALTHERMO ENGENHARIA E SERVICOS LTDA;12.000,00;12.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8347;2022;1546;1131;51500702;/;1472;ASSOC. COMUNITÁRIA DE PREVENCÃO AO USO INDEVIDO DE DROGAS;170.195,19;0,00;0,00;0,00;0,00;170.195,19;0,00;170.195,19;0,00;0,00;0,00
8369;2022;1546;1131;21600000;/;17931;RODAR CENTRO AUTOMOTIVO LTDA;12.926,52;12.072,00;3,31;0,00;0,00;851,21;0,00;851,21;0,00;3,31;0,00
8377;2022;1546;1131;21600000;/;50101;HOSPSHOP PRODUTOS HOSPITALARES EIRELI;6.476,90;18,50;0,00;0,00;0,00;6.458,40;0,00;6.458,40;0,00;0,00;0,00
8382;2022;0181;1171;01500000;/;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;109.620,35;109.620,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8390;2022;0181;1171;01500000;/;13685;CEMIG DISTRIBUIÇÃO S/A;50.820,15;0,00;0,00;0,00;0,00;0,00;50.820,15;0,00;50.820,15;50.820,15;0,00
8401;2022;1546;1131;21600000;/;40891;TELEFONICA BRASIL S/A;900,00;900,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8405;2022;1546;1131;21600000;/;18050;TELEMAR NORTE LESTE S/A;195.000,00;195.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8412;2022;1546;1131;21600000;/;50618;LAPLACE MAQUINAS E EQUIPAMENTOS LTDA.;1.666,66;1.666,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8416;2022;0181;1171;01500000;/;13931;ON LINE TECNOLOGIA E INTEGRAÇÃO LTDA-EPP;73.143,52;0,00;0,00;0,00;0,00;73.143,52;0,00;73.143,52;0,00;0,00;0,00
8436;2022;1814;1113;22703000;/;12659;BOLSA MORADIA - PMC;16.100,00;16.100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8437;2022;1814;1113;01500000;/;12659;BOLSA MORADIA - PMC;22.100,00;22.100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8440;2022;0144;1111;02500000;/;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;100.000,00;100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8441;2022;1546;1131;01500702;4454/2018;38892;ANA RAQUEL FONSECA PAIVA - ME;38.250,00;38.250,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8444;2022;1546;1131;21600000;/;34171;ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTEIS S/A;45.000,00;34.533,75;0,00;0,00;0,00;10.466,25;0,00;10.466,25;0,00;0,00;0,00
8448;2022;1546;1131;01500702;/;42925;CET-CENTRO DE EQUOTERAPIA TALENTOS LTDA - ME;816,67;816,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8450;2022;1546;1131;21600000;/;19350;CONSERVO SERVIÇOS GERAIS LTDA;10.517,08;0,00;10.517,08;0,00;0,00;0,00;0,00;0,00;0,00;10.517,08;0,00
8452;2022;1546;1131;21600000;/;16275;GTO GRUPO TECNICO EM ODONTOLOGIA LTDA;113.600,00;90.880,00;0,00;0,00;0,00;22.720,00;0,00;22.720,00;0,00;0,00;0,00
8489;2022;1546;1131;21600000;/;12168;ROMA-PAR - ROCHA MACÊDO EMPREENDIMENTOS E PARTICIPAÇÕES LTDA;3.370,04;0,00;0,00;0,00;0,00;3.370,04;0,00;3.370,04;0,00;0,00;0,00
8492;2022;1546;1131;21600000;/;40183;FERTAT INVESTIMENTO E PARTICIPAÇÕES S/A;7.500,00;0,00;0,00;0,00;0,00;7.500,00;0,00;7.500,00;0,00;0,00;0,00
8493;2022;1546;1131;21600000;/;43608;CDT-ATOS IMOBILIÁRIOS LTDA-ME;26.960,28;8.986,76;0,00;0,00;0,00;17.973,52;0,00;17.973,52;0,00;0,00;0,00
8497;2022;1546;1131;21600000;/;27695;RIBEIRO AUTOMÓVEIS LTDA;16.586,52;0,00;0,00;0,00;0,00;16.586,52;0,00;16.586,52;0,00;0,00;0,00
8502;2022;1546;1131;21600000;/;25007;SISMAQ ADMINISTRADORA DE IMÓVEIS LTDA-ME;9.029,43;0,00;0,00;0,00;0,00;9.029,43;0,00;9.029,43;0,00;0,00;0,00
8503;2022;0112;1061;01500000;/;309;TONY PLACAS EIRELI;10.390,35;0,00;0,00;0,00;0,00;10.390,35;0,00;10.390,35;0,00;0,00;0,00
8518;2022;1546;1131;21600000;/;49199;MISSÃO EVANGELÍSTICA CIDADE VOADORA;16.288,51;0,00;0,00;0,00;0,00;16.288,51;0,00;16.288,51;0,00;0,00;0,00
8522;2022;1546;1131;21600000;/;46615;ASMED ASSISTENCIA MEDICA DE CONTAGEM EIRELI-ME;4.114,41;0,00;0,00;0,00;0,00;4.114,41;0,00;4.114,41;0,00;0,00;0,00
8523;2022;0171;1151;01500000;/;39665;NMC PROJETOS E CONSULTORIA LTDA;51.878,24;37.564,16;0,00;0,00;0,00;14.314,08;0,00;14.314,08;0,00;0,00;0,00
8526;2022;1546;1131;21600000;/;37057;ARINELHA FAUSTINA;4.327,13;0,00;0,00;0,00;0,00;4.327,13;0,00;4.327,13;0,00;0,00;0,00
8527;2022;1546;1131;21600000;/;27575;DALVA DE ANDRADE REZENDE;85.820,00;0,00;0,00;0,00;0,00;85.820,00;0,00;85.820,00;0,00;0,00;0,00
8528;2022;1546;1131;21600000;/;49199;MISSÃO EVANGELÍSTICA CIDADE VOADORA;7.863,42;0,00;0,00;0,00;0,00;7.863,42;0,00;7.863,42;0,00;0,00;0,00
8531;2022;1546;1131;21600000;/;43608;CDT-ATOS IMOBILIÁRIOS LTDA-ME;8.986,76;4.493,38;0,00;0,00;0,00;4.493,38;0,00;4.493,38;0,00;0,00;0,00
8536;2022;1546;1131;21600000;/;221;CENTRO DE ATENDIMENTO E INCLUSÃO SOCIAL - CAIS;32.853,80;16.031,96;0,00;0,00;0,00;16.821,84;0,00;16.821,84;0,00;0,00;0,00
8537;2022;1546;1131;21600000;/;49199;MISSÃO EVANGELÍSTICA CIDADE VOADORA;3.931,70;0,00;0,00;0,00;0,00;3.931,70;0,00;3.931,70;0,00;0,00;0,00
8538;2022;1546;1131;21600000;/;45830;ALEXANDRE CASSIANO DUTRA;3.000,00;0,00;0,00;0,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00
8540;2022;1546;1131;21600000;/;24941;ANA ELISA VARNIER DA COSTA PINTO;4.206,70;0,00;0,00;0,00;0,00;4.206,70;0,00;4.206,70;0,00;0,00;0,00
8542;2022;1546;1131;21600000;/;24943;CRISTIANA VARNIER DA COSTA PINTO;2.101,61;0,00;0,00;0,00;0,00;2.101,61;0,00;2.101,61;0,00;0,00;0,00
8544;2022;1546;1131;21600000;/;24942;JULIANA VARNIER DA COSTA PINTO;2.101,61;0,00;0,00;0,00;0,00;2.101,61;0,00;2.101,61;0,00;0,00;0,00
8546;2022;1546;1131;21600000;/;13404;ANTONIO DINIZ ROCHA;1.904,01;0,00;0,00;0,00;0,00;1.904,01;0,00;1.904,01;0,00;0,00;0,00
8547;2022;1546;1131;21600000;/;20746;ECOIMAGEM CENTRO DE DIAGNÓSTICO POR IMAGEM LTDA;27.863,99;27.863,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8548;2022;1546;1131;21600000;/;55919;ANTONIO INACIO DA SILVA;6.200,00;0,00;0,00;0,00;0,00;6.200,00;0,00;6.200,00;0,00;0,00;0,00
8552;2022;1546;1131;21600000;/;16849;ANTONIO ROBERTO DE SOUSA;1.600,00;0,00;0,00;0,00;0,00;1.600,00;0,00;1.600,00;0,00;0,00;0,00
8554;2022;1546;1131;21600000;/;105;ANTONIO VICTOR DA FONSECA;5.100,00;0,00;0,00;0,00;0,00;5.100,00;0,00;5.100,00;0,00;0,00;0,00
8555;2022;1546;1131;21600000;/;25148;BRENO MARIANO RUAS;3.370,04;0,00;0,00;0,00;0,00;3.370,04;0,00;3.370,04;0,00;0,00;0,00
8559;2022;1546;1131;21600000;/;53120;CLAUDIA FREIRE GUERRA DE RESENDE;1.311,48;0,00;0,00;0,00;0,00;1.311,48;0,00;1.311,48;0,00;0,00;0,00
8561;2022;1546;1131;21600000;/;3251;CLEBIO TORRES;2.997,97;0,00;0,00;0,00;0,00;2.997,97;0,00;2.997,97;0,00;0,00;0,00
8564;2022;1546;1131;21600000;/;41102;EDINALDO LIMA DE OLIVEIRA;2.583,69;0,00;0,00;0,00;0,00;2.583,69;0,00;2.583,69;0,00;0,00;0,00
8567;2022;1546;1131;21600000;/;29000;FRANCISCO MOREIRA DE BARROS;4.188,37;0,00;0,00;0,00;0,00;4.188,37;0,00;4.188,37;0,00;0,00;0,00
8572;2022;1546;1131;21600000;/;135;GALILEU HENRIQUE DA SILVA;1.183,79;0,00;0,00;0,00;0,00;1.183,79;0,00;1.183,79;0,00;0,00;0,00
8573;2022;1546;1131;21600000;/;24156;ISRAEL ROSA PINTO;2.389,99;0,00;0,00;0,00;0,00;2.389,99;0,00;2.389,99;0,00;0,00;0,00
8574;2022;1546;1131;21600000;/;17684;ELCORDIS CENTRO DE DIAGNOSTICOS LTDA;12.293,73;0,00;0,00;0,00;0,00;12.293,73;0,00;12.293,73;0,00;0,00;0,00
8590;2022;1546;1131;21600000;/;17014;FUND CENTRO HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;85.000,00;76.480,00;0,00;0,00;0,00;8.520,00;0,00;8.520,00;0,00;0,00;0,00
